Date,AAPL,CVX,JNJ,KO,MSFT,NVDA,PG,SPY,UNH,XOM
2020-01-03,0.9902779733454841,0.9965414333936634,0.9884219170625419,0.9945443917701181,0.9875484168770372,0.9839939246826638,0.993274404501813,0.9924278337808726,0.9898800728637552,0.9919604453942215
2020-01-06,0.9981688534212572,0.9931646139646436,0.9871890705630055,0.9941807634268477,0.9901009024752117,0.9881207333396714,0.9946518291221426,0.9962141230030777,0.996752126446439,0.9995768655470644
2020-01-07,0.9934743846736798,0.9804825894828283,0.9932173420657874,0.9865430471142503,0.9810736378728644,1.000083233382647,0.9884935984137561,0.9934128460940417,0.9907353042525897,0.9913963862026612
2020-01-08,1.0094557029916322,0.9692824731458013,0.9930803799775066,0.9883616113594689,0.9967002003255983,1.0019592226785623,0.9927071864885717,0.9987073645695665,1.0116238703080198,0.9764457556112865
2020-01-09,1.0308974474590877,0.9677178137641999,0.9960261598214301,1.006364974858265,1.0091522859459225,1.0129633794704263,1.0035654961774243,1.0054792984585246,1.0058802697045768,0.9839208907884429
2020-01-10,1.0332279113527185,0.9589061039537938,0.993765440692256,1.0098200779126332,1.004482477464752,1.0183817847300083,1.0045375973293706,1.0025855800298284,1.0089914741570043,0.9751762802050671
2020-01-13,1.0553021877038629,0.9607181803295877,0.9981501671356686,1.0207311253608504,1.0165610065464352,1.0503107019820337,1.0119116516663464,1.0094810784472956,0.9772650600428643,0.9844851661222404
2020-01-14,1.041052131406732,0.9577531926372653,1.0037676775102808,1.0183669918420664,1.009400921640461,1.030720154256004,1.0103717453949217,1.0079417261851267,0.9854357616159699,0.9760224770635262
2020-01-15,1.0365909727353126,0.9563531990130432,1.0071243436190467,1.0310966880412753,1.0159381108169492,1.0235922264658008,1.020662690293974,1.010219786154012,1.0133674508542228,0.9744707919429956
2020-01-16,1.0495757543156299,0.9626120875543228,1.0152767475727396,1.0332788806297641,1.0345535275767035,1.0375975023908608,1.0215539909500506,1.0186231015995162,1.0281708601652366,0.9706628700562238
2020-01-17,1.0611954820959304,0.9518239702972426,1.021921880303644,1.035461073218253,1.040343905174326,1.0390565252213537,1.024309133743828,1.0217936293055896,1.0204103408133234,0.966995584718427
2020-01-21,1.0540036884508877,0.9331300559102164,1.0226071912917387,1.0396436864764822,1.0366080382894949,1.033471013554728,1.0217160322714682,1.019792584726723,1.0274528809368408,0.9531732166049979
2020-01-22,1.0577661825904487,0.9297537385109447,1.0156196220559641,1.0476451156381232,1.0316271839414706,1.042516187533686,1.0234987803601805,1.0199159431425908,1.0276580012004024,0.9476726128116584
2020-01-23,1.0628602950444288,0.9314008144428604,1.0175376544069223,1.051645787966057,1.037977846097319,1.0539788875046863,1.0188200573690855,1.0210856323824393,1.023794883468018,0.9417488745653834
2020-01-24,1.059797098285034,0.9211067781295427,1.0160989580807787,1.0489181951155497,1.0275181625158878,1.0440583637916074,1.0200427794959601,1.0120050307973507,1.0010596519812296,0.9354018577713475
2020-01-27,1.0286334326377804,0.9090832493339949,1.0190449256297112,1.0452809821193392,1.01033526523469,1.0012089229064582,1.0245257025570087,0.9957828323009836,0.9712478880134318,0.9131170167414413
2020-01-28,1.057732536155415,0.9150949718959563,1.0241827871378268,1.0367340681899062,1.0301332592853223,1.0335960635167452,1.0272971375488633,1.0062183153342033,0.9773332196756394,0.9118476854300466
2020-01-29,1.079873367053601,0.9089184999049909,1.0313073810302187,1.0367340681899062,1.0461958889484853,1.0234671765037835,1.0193904310783508,1.0053867538825436,0.9671794750996943,0.9042311932297912
2020-01-30,1.0783089660366136,0.9174007945290137,1.0300742216890006,1.0703766616687138,1.075706654502211,1.024592626161939,1.026645229460932,1.008649826164598,0.9606153351360749,0.9138220006716262
2020-01-31,1.0304975928032492,0.8823187883880185,1.019866760727732,1.0620112661407086,1.0598305518596878,0.9854946841373081,1.0158043127943508,0.990334862963949,0.9314529826223839,0.8761635386922345
2020-02-03,1.0276677061200123,0.8752365710598425,1.0287727377244833,1.0652847662878755,1.0856680616998424,1.0017508593786788,1.0197981763599613,0.9976913323038691,0.9368203933621263,0.8565583570711549
2020-02-04,1.0615948093781793,0.8799306328762716,1.0385695001259185,1.0700128643138966,1.1214045685653133,1.0300945846250427,1.024281319585849,1.0128976015908595,0.9601368766702463,0.8458391430565498
2020-02-05,1.070251330431724,0.9081775039967844,1.0549426952249408,1.0701945517268716,1.1200348612569617,1.045225550073914,1.0336553513192346,1.0245944939893428,1.0110426767926186,0.8847671524895734
2020-02-06,1.082770019233315,0.9016717004910605,1.0517912532594191,1.072740457164404,1.1432574753266265,1.0597725226055383,1.0363450317675842,1.0280421401417557,0.9998629810632831,0.8727785351161612
2020-02-07,1.0680524989861244,0.8971423881036354,1.0405561699418582,1.0763775011490673,1.1448762203274059,1.04868497252059,1.0277048828304742,1.0225630477958723,0.9887860203835199,0.8669956495610982
2020-02-10,1.0731249891229198,0.9041421052098725,1.0403504452519234,1.0865610383934237,1.1748224500947266,1.096119445421008,1.0284385454619107,1.030196841694773,0.981299422293179,0.8578391439211187
2020-02-11,1.0666508454589707,0.9158361351474125,1.0412412932249437,1.0836519271414882,1.148300337849077,1.1166272394157475,1.0120546854233408,1.0319821893944325,0.9941540141825675,0.8659939743867129
2020-02-12,1.091981231828684,0.9226714375111443,1.035075308813845,1.0803782579827745,1.1499815935216442,1.1360092639314567,1.006267212303633,1.0386308679238436,1.037538290962219,0.8765811254944167
2020-02-13,1.0842052137207843,0.9195419514046921,1.0282249519396964,1.0840153019674381,1.1437557517104266,1.1286734525726827,1.0185755276213666,1.037522806363769,1.0331624308768614,0.8717167003524346
2020-02-14,1.0844720647572579,0.9171258495703005,1.0284986258429123,1.0901980823780872,1.1539660961010134,1.2079116328526713,1.0281937955493528,1.0391852078728432,1.0214702260182749,0.8677109362712544
2020-02-18,1.0646150779273584,0.9184589058947751,1.0217166561603996,1.0825605350770369,1.165670465647221,1.236172204671607,1.0178419383782096,1.0365070832670336,1.032957660448883,0.8566945987279745
